MARCA,MODELO,CAMBIO,CILINDRADAS,ANO_DE_MODELO,PRECO_MEDIO
Renault,Clio RT 1.6 5p,manual,1.6,1998,6889.0
Renault,Clio RT 1.6 5p,manual,1.6,1997,6699.0
Renault,Clio RT 1.6 5p,manual,1.6,1996,5812.0
Renault,Laguna RT 2.0,manual,2.0,1994,6109.0
Renault,Twingo 1.2,manual,1.2,1995,6856.0
Renault,Twingo 1.2,manual,1.2,1994,6589.0
Renault,Clio RN 1.6 3p (importado),manual,1.6,1998,6191.0
Renault,Clio RL / Yahoo/ Authent. 1.0 8V 5p,automatic,1.0,1999,6752.0
Renault,Clio RL / Yahoo/ Authent. 1.0 8V 5p,automatic,1.0,1998,5096.0
Renault,Clio RN 1.6 5p,manual,1.6,1999,6495.0
Renault,Clio RN 1.6 5p,manual,1.6,1998,6318.0
Renault,Clio RN 1.6 5p,manual,1.6,1997,6013.0
Renault,Clio RN 1.6 5p,manual,1.6,1996,5265.0
Renault,Twingo Easy 1.2,manual,1.2,1995,5809.0
Renault,21 TXE/ TXi 2.2,manual,2.2,1994,5439.0
Renault,Twingo Pack 1.0 8V,manual,1.0,1998,6791.0
Seat,Cordoba SXE 1.8 / GLX 1.8 4p,manual,1.8,1997,6773.0
Seat,Cordoba SXE 1.8 / GLX 1.8 4p,manual,1.8,1996,6074.0
Seat,Cordoba SXE 1.8 / GLX 1.8 4p,manual,1.8,1995,5812.0
Seat,Ibiza SXE/GLX 1.8,manual,1.8,1996,6339.0
Seat,Ibiza SXE/GLX 1.8,manual,1.8,1995,5616.0
Subaru,Legacy GL 2.0/ GLS Mec,manual,2.0,1994,6462.0
Subaru,Legacy GL 2.0/ GLS Mec,manual,2.0,1993,5357.0
Subaru,Legacy SW 2.2,manual,2.2,1993,6897.0
Subaru,Legacy SW 2.2,manual,2.2,1992,6057.0
Subaru,Legacy GL 1.8,manual,1.8,1994,5558.0
Subaru,Legacy GL 1.8,manual,1.8,1993,5252.0
Subaru,Legacy GX TW 2.2 4x4 Mec.,manual,2.2,1992,6651.0
Suzuki,Swift GTi 1.3 3p,manual,1.3,1992,5571.0
Suzuki,Swift Hatch 1.0 3p e 5p,manual,1.0,1994,5748.0
Suzuki,Baleno 1.6 16V Mec.,manual,1.6,1997,6983.0
Suzuki,Baleno 1.6 16V Mec.,manual,1.6,1996,6012.0
Suzuki,Baleno 1.6 16V Mec.,manual,1.6,1995,5302.0
Suzuki,Swift Hatch/ Sedan 1.3,manual,1.3,1994,6737.0
Suzuki,Baleno 1.6 16V Aut.,automatic,1.6,1996,6850.0
Suzuki,Baleno 1.6 16V Aut.,automatic,1.6,1995,5833.0
Suzuki,Swift Sedan 1.6 16V,manual,1.6,1993,6096.0
VW - VolksWagen,Saveiro CL 1.6 Mi / CL/ C 1.6,manual,1.6,1988,5911.0
VW - VolksWagen,Saveiro CL 1.6 Mi / CL/ C 1.6,manual,1.6,1987,5097.0
VW - VolksWagen,Apolo GL 1.8,manual,1.8,1991,6795.0
VW - VolksWagen,Apolo GL 1.8,manual,1.8,1990,6180.0
VW - VolksWagen,Apolo GLS/ Vip 1.8,manual,1.8,1990,6265.0
VW - VolksWagen,Gol Furgao 1.0 mi,manual,1.0,1998,6712.0
VW - VolksWagen,Gol CLi / CL/ Copa/ Stones 1.6,manual,1.6,1988,6564.0
VW - VolksWagen,Gol CLi / CL/ Copa/ Stones 1.6,manual,1.6,1987,5696.0
VW - VolksWagen,Gol CLi / CL/ Copa/ Stones 1.6,manual,1.6,1986,5395.0
VW - VolksWagen,Gol GLi / GL/ Atlanta 1.8,manual,1.8,1988,6297.0
VW - VolksWagen,Gol GT/GTS 1.8,manual,1.8,1985,5965.0
VW - VolksWagen,Logus 1.6 / CLi / CL/ GL,manual,1.6,1997,6760.0
VW - VolksWagen,Logus 1.6 / CLi / CL/ GL,manual,1.6,1996,5937.0
VW - VolksWagen,Logus 1.6 / CLi / CL/ GL,manual,1.6,1995,6728.0
VW - VolksWagen,Logus 1.6 / CLi / CL/ GL,manual,1.6,1995,5359.0
VW - VolksWagen,Logus 1.6 / CLi / CL/ GL,manual,1.6,1994,5370.0
VW - VolksWagen,Logus 1.6 / CLi / CL/ GL,manual,1.6,1993,5222.0
VW - VolksWagen,Logus 1.8 / CLi / CL,manual,1.8,1995,6972.0
VW - VolksWagen,Logus 1.8 / CLi / CL,manual,1.8,1995,6469.0
VW - VolksWagen,Logus 1.8 / CLi / CL,manual,1.8,1994,6508.0
VW - VolksWagen,Logus 1.8 / CLi / CL,manual,1.8,1993,5384.0
VW - VolksWagen,Logus GLi / GL 1.8,manual,1.8,1993,6530.0
VW - VolksWagen,Logus GLS 1.8,manual,1.8,1994,5788.0
VW - VolksWagen,Logus GLS 1.8,manual,1.8,1993,5628.0
VW - VolksWagen,Parati CLi / CL/ Atlanta 1.6,manual,1.6,1988,6187.0
VW - VolksWagen,Parati GL 1.6 Mi/ 1.6/ GLS/ Club 1.6,manual,1.6,1988,6719.0
VW - VolksWagen,Parati GL 1.6 Mi/ 1.6/ GLS/ Club 1.6,manual,1.6,1987,5283.0
VW - VolksWagen,Parati GLi / GL 1.8,manual,1.8,1988,6439.0
VW - VolksWagen,Parati GLi / GL 1.8,manual,1.8,1987,5178.0
VW - VolksWagen,Pointer 1.8 / CLi,manual,1.8,1996,6766.0
VW - VolksWagen,Pointer 1.8 / CLi,manual,1.8,1996,6101.0
VW - VolksWagen,Pointer 1.8 / CLi,manual,1.8,1995,5773.0
VW - VolksWagen,Pointer 1.8 / CLi,manual,1.8,1995,5933.0
VW - VolksWagen,Pointer GLi 1.8,manual,1.8,1995,6880.0
VW - VolksWagen,Pointer GLi 1.8,manual,1.8,1994,5690.0
VW - VolksWagen,Quantum CLi / CL / C/ CS/ CD/ CG 1.8/2.0,manual,1.8,1990,6075.0
VW - VolksWagen,Quantum CLi / CL / C/ CS/ CD/ CG 1.8/2.0,manual,1.8,1989,5064.0
VW - VolksWagen,Quantum GLi / GL 1.8/ 2.0,manual,1.8,1990,6090.0
VW - VolksWagen,Quantum GLi / GL 1.8/ 2.0,manual,1.8,1989,5407.0
VW - VolksWagen,Quantum GLi / GL 1.8/ 2.0,manual,1.8,1988,5144.0
VW - VolksWagen,Quantum GLSi / GLS 1.8/Sport/ Family 2.0,manual,1.8,1988,6340.0
VW - VolksWagen,Quantum GLSi / GLS 1.8/Sport/ Family 2.0,manual,1.8,1987,6154.0
VW - VolksWagen,Santana CLi /CL /C 1.8/2.0 /SU 2.0 2p/4p,manual,1.8,1989,5673.0
VW - VolksWagen,Santana CLi /CL /C 1.8/2.0 /SU 2.0 2p/4p,manual,1.8,1988,5514.0
VW - VolksWagen,Santana GLi / GL/ Sport 1.8/ 2.0,manual,1.8,1987,6452.0
VW - VolksWagen,Santana GLSi / GLS 1.8/ 2.0,manual,1.8,1987,6896.0
VW - VolksWagen,Saveiro GL 1.8Mi e 1.6/GL/LS/S/ Sunset,manual,1.8,1988,6175.0
VW - VolksWagen,Saveiro GL 1.8Mi e 1.6/GL/LS/S/ Sunset,manual,1.8,1987,5337.0
VW - VolksWagen,Saveiro GL 1.8Mi e 1.6/GL/LS/S/ Sunset,manual,1.8,1986,5198.0
VW - VolksWagen,VOYAGE C/CL/Fox 1.6,manual,1.6,1987,6133.0
VW - VolksWagen,Passat 2.0,manual,2.0,1993,6748.0
VW - VolksWagen,Passat 2.0,manual,2.0,1992,5949.0
VW - VolksWagen,Passat 2.0,manual,2.0,1991,5676.0
VW - VolksWagen,Passat Variant 2.0,manual,2.0,1992,6876.0
VW - VolksWagen,Passat Variant 2.0,manual,2.0,1991,6615.0
VW - VolksWagen,Santana Evidenc 2.0 MI,manual,2.0,1989,5336.0
VW - VolksWagen,Gol L 1.3/ L/ LS/ C/ S/ BX/ Plus 1.6,manual,1.3,1988,5501.0
VW - VolksWagen,Gol L 1.3/ L/ LS/ C/ S/ BX/ Plus 1.6,manual,1.3,1987,5342.0
VW - VolksWagen,Gol L 1.3/ L/ LS/ C/ S/ BX/ Plus 1.6,manual,1.3,1986,5189.0
VW - VolksWagen,Gol L 1.3/ L/ LS/ C/ S/ BX/ Plus 1.6,manual,1.3,1985,5061.0
VW - VolksWagen,Gol Furgão 1.6 Mi/ 1.6i/ 1.6,manual,1.6,1994,6694.0
VW - VolksWagen,Gol Furgão 1.6 Mi/ 1.6i/ 1.6,manual,1.6,1993,6492.0
VW - VolksWagen,Gol Furgão 1.6 Mi/ 1.6i/ 1.6,manual,1.6,1992,6109.0
VW - VolksWagen,Gol Furgão 1.6 Mi/ 1.6i/ 1.6,manual,1.6,1991,5655.0
Volvo,460 GLT 2.0/ Turbo 1.8,manual,2.0,1993,6927.0
Volvo,460 GLT 2.0/ Turbo 1.8,manual,2.0,1992,6648.0
Volvo,440 Turbo 1.8,manual,1.8,1993,6435.0
Volvo,440 Turbo 1.8,manual,1.8,1992,6257.0
